3613317-3613908,3614068-3614349,3614583-3614882,3619040-3619070	ENSMUST00000148012.2	ONT.1048566_ENSMUST00000148012.2
3613376-3613908,3614068-3614349,3614583-3614882,3619040-3619139	ENSMUST00000148012.2	ONT.722359_ENSMUST00000148012.2
3613784-3613908,3614068-3614349,3614583-3614882,3618483-3618515,3619022-3619101	ENSMUST00000039507.15	ONT.1024248_ENSMUST00000039507.15
3620392-3620406,3620616-3620690,3622429-3622506,3622952-3623127	ENSMUST00000108644.8	ONT.161295_ENSMUST00000108644.8
3623322-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632886	ENSMUST00000108641.10	ONT.737371_ENSMUST00000108641.10
3623322-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632786	ENSMUST00000108641.10	ONT.933060_ENSMUST00000108641.10
3623323-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632823	ENSMUST00000108641.10	ONT.899436_ENSMUST00000108641.10
3623323-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632803	ENSMUST00000108641.10	ONT.1304641_ENSMUST00000108641.10
3623323-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632774	ENSMUST00000108641.10	ONT.49171_ENSMUST00000108641.10
3623323-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632821	ENSMUST00000108641.10	ONT.1003712_ENSMUST00000108641.10
3623325-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632767	ENSMUST00000108641.10	ONT.1249748_ENSMUST00000108641.10
3623330-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632859	ENSMUST00000108641.10	ONT.569616_ENSMUST00000108641.10
3623332-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632897	ENSMUST00000108641.10	ONT.845548_ENSMUST00000108641.10
3623333-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632770	ENSMUST00000108641.10	ONT.397384_ENSMUST00000108641.10
3623343-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632857	ENSMUST00000108641.10	ONT.545174_ENSMUST00000108641.10
3623346-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632842	ENSMUST00000108641.10	ONT.1484961_ENSMUST00000108641.10
3623352-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632866	ENSMUST00000108641.10	ONT.1012104_ENSMUST00000108641.10
3623357-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632883	ENSMUST00000108641.10	ONT.1100587_ENSMUST00000108641.10
3623369-3623473,3623776-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632568	ENSMUST00000155592.8	ONT.1588707_ENSMUST00000155592.8
3623374-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632877	ENSMUST00000108641.10	ONT.802830_ENSMUST00000108641.10
3623378-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632894	ENSMUST00000108641.10	ONT.719349_ENSMUST00000108641.10
3623388-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632903	ENSMUST00000108641.10	ONT.262330_ENSMUST00000108641.10
3623389-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632904	ENSMUST00000108641.10	ONT.218562_ENSMUST00000108641.10
3623390-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632915	ENSMUST00000108641.10	ONT.748110_ENSMUST00000108641.10
3623396-3623473,3623776-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632611	ENSMUST00000155592.8	ONT.1402003_ENSMUST00000155592.8
3623400-3623473,3623746-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632924	ENSMUST00000108641.10	ONT.1533993_ENSMUST00000108641.10
3623415-3623473,3623776-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632589	ENSMUST00000155592.8	ONT.730919_ENSMUST00000155592.8
3623437-3623473,3623776-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632645	ENSMUST00000155592.8	ONT.503563_ENSMUST00000155592.8
3623441-3623473,3623776-3623982,3624062-3624131,3627598-3627668,3631827-3632085,3632551-3632614	ENSMUST00000155592.8	ONT.511476_ENSMUST00000155592.8
3647097-3647168,3647252-3647576	ENSMUST00000137000.2	ONT.779675_ENSMUST00000137000.2
3633551-3633741,3633844-3633904,3635667-3635750,3636303-3636400,3637123-3637229,3637692-3637861,3639200-3639357,3639661-3639750,3641648-3641757,3641857-3641929,3642575-3642703,3642788-3642886,3643796-3644228	ENSMUST00000108636.2	ONT.1270407_ENSMUST00000108636.2
3633555-3633741,3633844-3633904,3635667-3635750,3636303-3636400,3637123-3637229,3637692-3637861,3639200-3639357,3639661-3639750,3641648-3641757,3641857-3641929,3642575-3642703,3642788-3642886,3643796-3644225	ENSMUST00000108636.2	ONT.1365746_ENSMUST00000108636.2
3633556-3633741,3633844-3633904,3635667-3635750,3636303-3636400,3637123-3637229,3637692-3637861,3639200-3639357,3639661-3639750,3641648-3641757,3641857-3641929,3642575-3642703,3642788-3642886,3643796-3644228	ENSMUST00000108636.2	ONT.193328_ENSMUST00000108636.2
3633556-3633741,3633844-3633904,3635667-3635750,3636303-3636400,3637123-3637229,3637692-3637861,3639200-3639357,3639661-3639750,3641648-3641757,3641857-3641929,3642575-3642703,3642788-3642886,3643796-3644228	ENSMUST00000108636.2	ONT.784234_ENSMUST00000108636.2
